date,temperature,humidity,luminosity
2020-12-02 16:05:26.929,19.1,16.4,153
2020-12-02 16:05:24.652,19.1,16.5,153
2020-12-02 16:05:22.370,19.1,16.5,152
2020-12-02 16:05:20.093,19.1,16.5,152
2020-12-02 16:05:17.815,19.1,16.5,152
2020-12-02 16:05:15.534,19.1,16.5,153
2020-12-02 16:05:13.256,19.1,16.5,153
2020-12-02 16:05:10.975,19.1,16.4,153
2020-12-02 16:05:08.697,19.1,16.4,153
2020-12-02 16:05:06.420,19.1,16.4,153
2020-12-02 16:05:04.138,19.1,16.4,153
2020-12-02 16:05:01.861,19.1,16.4,153
2020-12-02 16:04:59.579,19.1,16.4,153
2020-12-02 16:04:57.301,19.1,16.4,153
2020-12-02 16:04:55.024,19.1,16.4,153
2020-12-02 16:04:52.743,19.1,16.4,152
2020-12-02 16:04:50.465,19.1,16.4,152
2020-12-02 16:04:48.183,19.1,16.4,153
2020-12-02 16:04:45.906,19.2,16.5,154
2020-12-02 16:04:43.628,19.2,16.5,153
2020-12-02 16:04:41.347,19.2,16.5,153
2020-12-02 16:04:39.069,19.2,16.5,154
2020-12-02 16:04:36.792,19.1,16.5,153
2020-12-02 16:04:34.510,19.1,16.5,153
2020-12-02 16:04:32.233,19.1,16.5,152
2020-12-02 16:04:29.951,19.2,16.6,152
2020-12-02 16:04:27.674,19.1,16.6,152
2020-12-02 16:04:25.396,19.2,16.7,153
2020-12-02 16:04:23.115,19.1,16.6,152
2020-12-02 16:04:20.837,19.2,16.6,152
2020-12-02 16:04:18.556,19.2,16.6,152
2020-12-02 16:04:16.278,19.2,16.5,151
2020-12-02 16:04:14.000,19.2,16.5,152
2020-12-02 16:04:11.719,19.2,16.5,154
2020-12-02 16:04:09.441,19.2,16.5,154
2020-12-02 16:04:07.164,19.2,16.5,152
2020-12-02 16:04:04.882,19.2,16.4,152
2020-12-02 16:04:02.605,19.2,16.4,156
2020-12-02 16:04:00.327,19.2,16.4,153
2020-12-02 16:03:58.046,19.2,16.4,153
2020-12-02 16:03:55.768,19.2,16.4,153
2020-12-02 16:03:53.491,19.2,16.3,153
2020-12-02 16:03:51.209,19.2,16.3,152
2020-12-02 16:03:48.932,19.2,16.2,154
2020-12-02 16:03:46.654,19.2,16.2,153
2020-12-02 16:03:44.373,19.2,16.2,153
2020-12-02 16:03:42.095,19.2,16.3,153
2020-12-02 16:03:39.818,19.2,16.2,153
2020-12-02 16:03:37.536,19.2,16.2,153
2020-12-02 16:03:35.259,19.2,16.3,152
2020-12-02 16:03:32.981,19.2,16.3,153
2020-12-02 16:03:30.700,19.2,16.3,153
2020-12-02 16:03:28.422,19.2,16.3,153
2020-12-02 16:03:26.140,19.2,16.4,153
2020-12-02 16:03:23.863,19.2,16.4,153
2020-12-02 16:03:21.585,19.2,16.4,153
2020-12-02 16:03:19.304,19.2,16.4,153
2020-12-02 16:03:17.026,19.2,16.5,153
2020-12-02 16:03:14.749,19.2,16.5,153
2020-12-02 16:03:12.467,19.2,16.5,153
2020-12-02 16:03:10.190,19.2,16.5,153
2020-12-02 16:03:07.912,19.2,16.6,152
2020-12-02 16:03:05.631,19.2,16.6,153
2020-12-02 16:03:03.353,19.2,16.6,153
2020-12-02 16:03:01.076,19.2,16.6,154
2020-12-02 16:02:58.794,19.2,16.7,154
2020-12-02 16:02:56.517,19.2,16.7,154
2020-12-02 16:02:54.235,19.2,16.7,154
2020-12-02 16:02:51.958,19.2,16.8,154
2020-12-02 16:02:49.680,19.2,16.8,153
2020-12-02 16:02:47.398,19.2,16.7,152
2020-12-02 16:02:45.121,19.2,16.7,152
2020-12-02 16:02:42.843,19.2,16.7,154
2020-12-02 16:02:40.562,19.2,16.7,153
2020-12-02 16:02:38.284,19.2,16.7,153
2020-12-02 16:02:36.007,19.2,16.7,154
2020-12-02 16:02:33.725,19.2,16.6,153
2020-12-02 16:02:31.448,19.2,16.7,153
2020-12-02 16:02:29.166,19.2,16.7,153
2020-12-02 16:02:26.889,19.2,16.7,153
2020-12-02 16:02:24.611,19.1,16.6,155
2020-12-02 16:02:22.330,19.2,16.7,152
2020-12-02 16:02:20.052,19.2,16.6,153
2020-12-02 16:02:17.775,19.2,16.6,153
2020-12-02 16:02:15.493,19.2,16.6,153
2020-12-02 16:02:13.216,19.2,16.6,152
2020-12-02 16:02:10.934,19.1,16.5,154
2020-12-02 16:02:08.656,19.1,16.5,152
2020-12-02 16:02:06.379,19.1,16.4,152
2020-12-02 16:02:04.097,19.1,16.4,152
2020-12-02 16:02:01.820,19.1,16.4,154
2020-12-02 16:01:59.538,19.1,16.4,154
2020-12-02 16:01:57.261,19.1,16.4,153
2020-12-02 16:01:54.983,19.1,16.4,152
2020-12-02 16:01:52.702,19.1,16.4,153
2020-12-02 16:01:50.424,19.1,16.4,153
2020-12-02 16:01:48.143,19.1,16.4,153
2020-12-02 16:01:45.865,19.1,16.4,153
2020-12-02 16:01:43.588,19.1,16.4,153
2020-12-02 16:01:41.306,19.1,16.5,153
2020-12-02 16:01:39.029,19.1,16.5,153
2020-12-02 16:01:36.747,19.1,16.4,154
2020-12-02 16:01:34.469,19.1,16.3,155
2020-12-02 16:01:32.192,19.1,16.3,153
2020-12-02 16:01:29.910,19.1,16.3,153
2020-12-02 16:01:27.633,19.1,16.3,153
2020-12-02 16:01:25.351,19.1,16.3,153
2020-12-02 16:01:23.074,19.1,16.3,153
2020-12-02 16:01:20.796,19.1,16.4,151
2020-12-02 16:01:18.515,19.1,16.4,152
2020-12-02 16:01:16.237,19.1,16.4,153
2020-12-02 16:01:13.955,19.1,16.4,153
2020-12-02 16:01:11.678,19.1,16.4,152
2020-12-02 16:01:09.400,19.1,16.5,152
2020-12-02 16:01:07.119,19.1,16.5,152
2020-12-02 16:01:04.841,19.1,16.5,152
2020-12-02 16:01:02.560,19.1,16.5,152
2020-12-02 16:01:00.282,19.0,16.4,152
2020-12-02 16:00:58.005,19.0,16.5,152
2020-12-02 16:00:55.723,19.1,16.5,153
2020-12-02 16:00:53.446,19.1,16.5,153
2020-12-02 16:00:51.164,19.0,16.4,153
2020-12-02 16:00:48.886,19.1,16.5,153
2020-12-02 16:00:46.609,19.1,16.5,152
2020-12-02 16:00:44.327,19.0,16.4,152
2020-12-02 16:00:42.050,19.0,16.4,153
2020-12-02 16:00:39.768,19.0,16.4,155
2020-12-02 16:00:37.491,19.0,16.4,153
2020-12-02 16:00:35.213,19.0,16.4,153
2020-12-02 16:00:32.932,19.0,16.4,154
2020-12-02 16:00:30.654,19.0,16.4,153
2020-12-02 16:00:28.377,19.0,16.3,152
2020-12-02 16:00:26.095,19.0,16.3,154
2020-12-02 16:00:23.818,19.0,16.3,153
2020-12-02 16:00:21.536,19.0,16.3,153
2020-12-02 16:00:19.259,19.0,16.3,153
2020-12-02 16:00:16.981,19.0,16.3,153
2020-12-02 16:00:14.700,19.0,16.3,153
2020-12-02 16:00:12.422,19.0,16.3,153
2020-12-02 16:00:10.140,19.0,16.3,153
2020-12-02 16:00:07.863,19.0,16.3,153
2020-12-02 16:00:05.585,19.0,16.3,154
2020-12-02 16:00:03.304,19.0,16.3,154
2020-12-02 16:00:01.026,19.0,16.3,153
2020-12-02 15:59:58.745,19.0,16.3,153
2020-12-02 15:59:56.467,19.0,16.3,154
2020-12-02 15:59:54.190,19.0,16.3,155
2020-12-02 15:59:51.908,19.0,16.3,152
2020-12-02 15:59:49.631,19.0,16.3,152
2020-12-02 15:59:47.349,19.0,16.3,153
2020-12-02 15:59:45.071,19.0,16.3,153
2020-12-02 15:59:42.794,19.0,16.3,153
2020-12-02 15:59:40.512,19.0,16.3,153
2020-12-02 15:59:38.235,19.0,16.3,153
2020-12-02 15:59:35.957,19.0,16.3,154
2020-12-02 15:59:33.676,19.0,16.3,154
2020-12-02 15:59:31.398,19.0,16.4,153
2020-12-02 15:59:29.117,19.0,16.4,153
2020-12-02 15:59:26.839,19.0,16.5,154
2020-12-02 15:59:24.561,19.0,16.5,154
2020-12-02 15:59:22.280,19.0,16.5,154
2020-12-02 15:59:20.002,19.0,16.6,153
2020-12-02 15:59:17.721,19.0,16.6,154
2020-12-02 15:59:15.443,19.0,16.6,154
2020-12-02 15:59:13.166,19.0,16.6,153
2020-12-02 15:59:10.884,19.0,16.6,152
2020-12-02 15:59:08.607,19.0,16.6,156
2020-12-02 15:59:06.325,19.0,16.6,157
2020-12-02 15:59:04.048,19.0,16.6,153
2020-12-02 15:59:01.770,19.0,16.6,154
2020-12-02 15:58:59.489,19.0,16.6,154
2020-12-02 15:58:57.211,19.0,16.6,153
2020-12-02 15:58:54.934,19.0,16.6,153
2020-12-02 15:58:52.652,19.0,16.7,153
2020-12-02 15:58:50.374,19.0,16.7,152
2020-12-02 15:58:48.093,19.0,16.7,152
2020-12-02 15:58:45.816,19.0,16.8,152
2020-12-02 15:58:43.534,19.0,16.8,152
2020-12-02 15:58:41.257,19.0,16.8,152
2020-12-02 15:58:38.979,19.0,16.8,152
2020-12-02 15:58:36.697,19.0,16.9,153
2020-12-02 15:58:34.420,19.0,16.9,153
2020-12-02 15:58:32.138,19.0,16.9,153
2020-12-02 15:58:29.861,19.0,16.9,156
2020-12-02 15:58:27.583,19.0,16.9,153
2020-12-02 15:58:25.302,18.9,16.9,153
2020-12-02 15:58:23.024,18.9,16.9,152
2020-12-02 15:58:20.743,18.9,16.9,153
2020-12-02 15:58:18.465,18.9,16.9,153
2020-12-02 15:58:16.188,18.9,16.8,153
2020-12-02 15:58:13.906,18.9,16.6,155
2020-12-02 15:58:11.629,18.9,16.6,153
2020-12-02 15:58:09.347,18.9,16.6,153
2020-12-02 15:58:07.070,18.9,16.6,153
2020-12-02 15:58:04.792,18.9,16.6,153
2020-12-02 15:58:02.510,18.9,16.5,152
2020-12-02 15:58:00.233,18.9,16.4,156
2020-12-02 15:57:57.951,18.9,16.4,154
2020-12-02 15:57:55.674,18.9,16.4,155
2020-12-02 15:57:53.396,18.9,16.4,154
2020-12-02 15:57:51.115,18.9,16.3,154
2020-12-02 15:57:48.837,18.9,16.3,154
2020-12-02 15:57:46.560,18.9,16.3,153
2020-12-02 15:57:44.278,18.9,16.3,153
2020-12-02 15:57:42.001,18.9,16.4,153
2020-12-02 15:57:39.719,18.9,16.4,154
2020-12-02 15:57:37.442,18.9,16.4,154
2020-12-02 15:57:35.164,18.9,16.4,153
2020-12-02 15:57:32.883,18.8,16.3,153
2020-12-02 15:57:30.605,18.9,16.4,154
2020-12-02 15:57:28.324,18.9,16.4,153
2020-12-02 15:57:26.046,18.9,16.4,154
2020-12-02 15:57:23.768,18.9,16.4,154
2020-12-02 15:57:21.487,18.8,16.4,155
2020-12-02 15:57:19.209,18.8,16.4,154
2020-12-02 15:57:16.932,18.9,16.5,154
2020-12-02 15:57:14.650,18.8,16.4,154
2020-12-02 15:57:12.373,18.9,16.5,154
2020-12-02 15:57:10.091,18.8,16.5,154
2020-12-02 15:57:07.814,18.8,16.5,153
2020-12-02 15:57:05.536,18.9,16.5,154
2020-12-02 15:57:03.255,18.9,16.5,154
2020-12-02 15:57:00.977,18.8,16.4,154
2020-12-02 15:56:58.700,18.8,16.4,153
2020-12-02 15:56:56.418,18.8,16.5,152
2020-12-02 15:56:54.141,18.8,16.5,152
2020-12-02 15:56:51.859,18.8,16.5,153
2020-12-02 15:56:49.581,18.8,16.5,153
2020-12-02 15:56:47.304,18.8,16.6,154
2020-12-02 15:56:45.022,18.8,16.6,154
2020-12-02 15:56:42.744,18.8,16.6,154
2020-12-02 15:56:40.467,18.8,16.5,154
2020-12-02 15:56:38.185,18.8,16.5,154
2020-12-02 15:56:35.908,18.8,16.5,154
2020-12-02 15:56:33.626,18.8,16.5,154
2020-12-02 15:56:31.349,18.8,16.5,154
2020-12-02 15:56:29.071,18.8,16.5,154
2020-12-02 15:56:26.790,18.8,16.5,154
2020-12-02 15:56:24.512,18.8,16.5,154
2020-12-02 15:56:22.231,18.8,16.4,153
2020-12-02 15:56:19.953,18.8,16.4,153
2020-12-02 15:56:17.675,18.8,16.4,153
2020-12-02 15:56:15.394,18.8,16.4,154
2020-12-02 15:56:13.116,18.8,16.4,153
2020-12-02 15:56:10.839,18.8,16.4,153
2020-12-02 15:56:08.557,18.8,16.3,152
2020-12-02 15:56:06.280,18.8,16.3,152
2020-12-02 15:56:04.002,18.8,16.3,154
2020-12-02 15:56:01.721,18.8,16.3,154
2020-12-02 15:55:59.443,18.8,16.3,154
2020-12-02 15:55:57.162,18.8,16.3,154
2020-12-02 15:55:54.884,18.8,16.2,154
2020-12-02 15:55:52.603,18.8,16.2,154
2020-12-02 15:55:50.325,18.8,16.1,154
2020-12-02 15:55:48.048,18.8,16.1,154
2020-12-02 15:55:45.766,18.8,16.0,154
2020-12-02 15:55:43.488,18.9,16.1,154
2020-12-02 15:55:41.207,18.9,16.0,153
2020-12-02 15:55:38.930,18.9,16.0,153
2020-12-02 15:55:36.652,18.9,15.9,153
2020-12-02 15:55:34.371,18.9,15.9,153
2020-12-02 15:55:32.093,18.9,15.9,154
2020-12-02 15:55:29.812,19.0,15.9,154
2020-12-02 15:55:27.534,19.0,15.9,153
2020-12-02 15:55:25.257,19.0,15.9,153
2020-12-02 15:55:22.975,19.0,15.9,154
2020-12-02 15:55:20.698,19.0,15.9,154
2020-12-02 15:55:18.416,19.0,15.9,154
2020-12-02 15:55:16.139,19.1,16.0,156
2020-12-02 15:55:13.857,19.1,15.9,154
2020-12-02 15:55:11.579,19.1,15.9,154
2020-12-02 15:55:09.298,19.0,15.9,155
2020-12-02 15:55:07.020,19.1,15.9,154
2020-12-02 15:55:04.743,19.1,15.9,154
2020-12-02 15:55:02.461,19.1,16.0,154
2020-12-02 15:55:00.184,19.1,16.0,155
2020-12-02 15:54:57.902,19.1,16.0,155
2020-12-02 15:54:55.625,19.1,16.0,155
2020-12-02 15:54:53.343,19.1,16.0,155
2020-12-02 15:54:51.066,19.1,16.0,155
2020-12-02 15:54:48.788,19.1,16.0,155
2020-12-02 15:54:46.506,19.1,16.0,154
2020-12-02 15:54:44.229,19.1,16.0,154
2020-12-02 15:54:41.947,19.1,16.0,154
2020-12-02 15:54:39.669,19.1,16.0,154
2020-12-02 15:54:37.392,19.1,16.0,153
2020-12-02 15:54:35.110,19.1,16.1,154
2020-12-02 15:54:32.833,19.1,16.1,154
2020-12-02 15:54:30.551,19.1,16.1,154
2020-12-02 15:54:28.273,19.1,16.1,155
2020-12-02 15:54:25.996,19.1,16.1,154
2020-12-02 15:54:23.714,19.1,16.1,154
2020-12-02 15:54:21.437,19.1,16.1,154
2020-12-02 15:54:19.155,19.1,16.1,153
2020-12-02 15:54:16.878,19.1,16.1,154
2020-12-02 15:54:14.600,19.0,16.1,155
2020-12-02 15:54:12.319,19.1,16.2,155
2020-12-02 15:54:10.041,19.0,16.1,155
2020-12-02 15:54:07.760,19.1,16.2,155
2020-12-02 15:54:05.482,19.1,16.1,155
2020-12-02 15:54:03.205,19.0,16.1,154
2020-12-02 15:54:00.923,19.1,16.1,156
2020-12-02 15:53:58.646,19.0,16.0,155
2020-12-02 15:53:56.368,19.0,16.0,154
2020-12-02 15:53:54.086,19.0,16.0,154
2020-12-02 15:53:51.809,19.1,16.1,154
2020-12-02 15:53:49.527,19.0,16.0,154
2020-12-02 15:53:47.250,19.1,16.0,154
2020-12-02 15:53:44.972,19.1,16.0,154
2020-12-02 15:53:42.691,19.1,16.0,153
2020-12-02 15:53:40.413,19.1,16.0,154
2020-12-02 15:53:38.132,19.1,16.0,154
2020-12-02 15:53:35.855,19.1,16.0,152
2020-12-02 15:53:33.573,19.1,16.0,152
2020-12-02 15:53:31.296,19.1,16.0,152
2020-12-02 15:53:29.018,19.1,16.0,151
2020-12-02 15:53:26.737,19.1,16.0,152
2020-12-02 15:53:24.459,19.1,16.0,152
2020-12-02 15:53:22.177,19.1,16.0,152
2020-12-02 15:53:19.900,19.2,16.0,154
2020-12-02 15:53:17.623,19.1,16.0,154
2020-12-02 15:53:15.341,19.2,16.0,155
2020-12-02 15:53:13.063,19.2,16.0,154
2020-12-02 15:53:10.786,19.2,16.0,154
2020-12-02 15:53:08.504,19.2,16.1,155
2020-12-02 15:53:06.227,19.2,16.1,155
2020-12-02 15:53:03.949,19.2,16.1,155
2020-12-02 15:53:01.668,19.2,16.1,155
2020-12-02 15:52:59.390,19.2,16.1,154
2020-12-02 15:52:57.113,19.2,16.1,155
2020-12-02 15:52:54.831,19.2,16.2,154
2020-12-02 15:52:52.554,19.2,16.2,154
2020-12-02 15:52:50.276,19.2,16.2,154
2020-12-02 15:52:47.995,19.2,16.2,154
2020-12-02 15:52:45.717,19.2,16.2,154
2020-12-02 15:52:43.440,19.2,16.2,153
2020-12-02 15:52:41.159,19.2,16.2,153
2020-12-02 15:52:38.880,19.2,16.2,154
2020-12-02 15:52:36.603,19.3,16.3,154
2020-12-02 15:52:34.322,19.2,16.2,155
2020-12-02 15:52:32.044,19.2,16.2,156
2020-12-02 15:52:29.767,19.2,16.2,155
2020-12-02 15:52:27.485,19.2,16.2,153
2020-12-02 15:52:25.207,19.2,16.2,156
2020-12-02 15:52:22.930,19.2,16.2,154
2020-12-02 15:52:20.648,19.2,16.2,154
2020-12-02 15:52:18.371,19.2,16.2,154
2020-12-02 15:52:16.093,19.3,16.3,155
2020-12-02 15:52:13.812,19.2,16.2,155
2020-12-02 15:52:11.534,19.2,16.3,156
2020-12-02 15:52:09.253,19.3,16.3,155
2020-12-02 15:52:06.975,19.2,16.3,155
2020-12-02 15:52:04.698,19.2,16.3,155
2020-12-02 15:52:02.416,19.2,16.3,154
2020-12-02 15:52:00.139,19.2,16.2,153
2020-12-02 15:51:57.861,19.2,16.2,153
2020-12-02 15:51:55.580,19.2,16.2,153
2020-12-02 15:51:53.302,19.2,16.2,154
2020-12-02 15:51:51.025,19.2,16.2,154
2020-12-02 15:51:48.743,19.2,16.2,155
2020-12-02 15:51:46.465,19.2,16.2,155
2020-12-02 15:51:44.188,19.2,16.2,155
2020-12-02 15:51:41.906,19.2,16.2,155
2020-12-02 15:51:39.629,19.2,16.1,156
2020-12-02 15:51:37.351,19.2,16.1,155
2020-12-02 15:51:35.069,19.2,16.1,155
2020-12-02 15:51:32.791,19.2,16.1,155
2020-12-02 15:51:30.514,19.2,16.1,155
2020-12-02 15:51:28.232,19.2,16.1,156
2020-12-02 15:51:25.955,19.2,16.1,157
2020-12-02 15:51:23.677,19.2,16.1,158
2020-12-02 15:51:21.396,19.2,16.1,156
2020-12-02 15:51:19.118,19.2,16.1,157
2020-12-02 15:51:16.841,19.2,16.0,156
2020-12-02 15:51:14.559,19.2,16.0,156
2020-12-02 15:51:12.281,19.3,16.1,156
2020-12-02 15:51:10.004,19.2,16.0,156
2020-12-02 15:51:07.722,19.2,16.0,154
2020-12-02 15:51:05.445,19.3,16.1,157
2020-12-02 15:51:03.167,19.3,16.1,155
2020-12-02 15:51:00.886,19.3,16.1,156
2020-12-02 15:50:58.608,19.3,16.1,156
2020-12-02 15:50:56.331,19.3,16.1,155
2020-12-02 15:50:54.049,19.3,16.1,155
2020-12-02 15:50:51.772,19.3,16.1,157
2020-12-02 15:50:49.494,19.3,16.1,152
2020-12-02 15:50:47.213,19.3,16.1,154
2020-12-02 15:50:44.935,19.3,16.1,153
2020-12-02 15:50:42.658,19.3,16.1,153
2020-12-02 15:50:40.376,19.2,16.0,154
2020-12-02 15:50:38.099,19.2,16.0,155
2020-12-02 15:50:35.821,19.3,16.0,155
